Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
MHLDO,"Maiden Holdings, Ltd.",50.18,165594000,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo
MSFG,"MainSource Financial Group, Inc.",16.74,341561838.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
COOL,Majesco Entertainment Company,0.58,26851662.02,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
MMYT,MakeMyTrip Limited,15.22,572304844.8,n/a,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt
MAKO,MAKO Surgical Corp.,29.91,1547963456,n/a,2008,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mako
MLVF,"Malvern Bancorp, Inc.",11.75,77062057.75,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",4.4,63718322.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams
MNDL,"Mandalay Digital Group, Inc",2.75,85999229.25,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mndl
MANH,"Manhattan Associates, Inc.",114,2189619774,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",1.84,7831389.6,n/a,1997,Finance,Finance Companies,http://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",12.49,171868320.3,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",23.84,63269285.92,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,4.88,1743686171,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,28.49,1058946462,n/a,1971,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
MCHX,"Marchex, Inc.",9.24,353123740.2,n/a,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
MARPS,Marine Petroleum Trust,16.04,32080000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
MKTX,"MarketAxess Holdings, Inc.",68.2,2566109568,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
MKTO,"Marketo, Inc.",30.02,1140187008,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto
MRLN,Marlin Business Services Corp.,24.31,316137280,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
FISH,"Marlin Midstream Partners, LP",17.45,310700635.3,n/a,1992,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/fish
MAR,Marriott International,46.26,13856648512,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",15.32,294261810.8,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",18.13,602785678,n/a,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,45.57,1213302435,n/a,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,13.3,6547590000,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,28.29,1599318174,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
MASC,Material Sciences Corporation,9.73,100433595.2,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/masc
MTRX,Matrix Service Company,20.74,543252505.6,n/a,1981,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",45.63,15442764090,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
MATR,Mattersight Corporation,4.75,82473015,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/matr
MATW,Matthews International Corporation,40.91,1122350018,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
MFRM,Mattress Firm Holding Corp.,36.45,1234406660,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm
MTSN,"Mattson Technology, Inc.",2.6,153634174.2,n/a,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsn
MXIM,"Maxim Integrated Products, Inc.",28.26,7985686525,n/a,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",7.52,222902395.5,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl
MZOR,Mazor Robotics Ltd.,17.46,255304397.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,30.48,1675227739,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
MCGC,MCG Capital Corporation,4.76,338969181.9,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/mcgc
MGRC,McGrath RentCorp,37.58,965280744.3,n/a,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,32.22,1013825595,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
MEAS,"Measurement Specialties, Inc.",52.41,831540309.4,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/meas
MCOX,Mecox Lane Limited,3.54,41826197.4,n/a,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/mcox
TAXI,Medallion Financial Corp.,16.71,368179952.1,n/a,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi
MDAS,"MedAssets, Inc.",20.56,1272023330,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdas
MBIS,Mediabistro Inc.,2.2501,13551189,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mbis
MDCI,Medical Action Industries Inc.,7.12,116701271.4,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mdci
MNOV,"MediciNova, Inc.",2.3,51515268.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",108.43,2901253595,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
MDVN,"Medivation, Inc.",61.08,4608816260,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdvn
MWRX,MedWorth Acquisition Corp.,8.0801,82424696.1,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/mwrx
MEIP,"MEI Pharma, Inc.",8.13,174741382.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip
MELA,"MELA Sciences, Inc",0.65,30792378.5,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mela
MPEL,Melco Crown Entertainment Limited,33.47,18403784679,n/a,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel
MLNX,"Mellanox Technologies, Ltd.",40.1,1762049579,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
MEMP,Memorial Production Partners LP,19.47,1192318326,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp
MENT,Mentor Graphics Corporation,21.48,2433278415,n/a,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
MTSL,MER Telemanagement Solutions Ltd.,2.42,11290647.94,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",108.32,4782645703,n/a,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli
MBWM,Mercantile Bank Corporation,21.12,183903118.1,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,9.4,525024817.6,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc
MBVT,"Merchants Bancshares, Inc.",30.27,191104166.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
MRCY,Mercury Systems Inc,10.4,346210228,n/a,1985,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy
MRGE,Merge Healthcare Incorporated.,2.24,210759111.4,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/mrge
VIVO,Meridian Bioscience Inc.,24.34,1010231262,n/a,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo
EBSB,"Meridian Interstate Bancorp, Inc.",22.07,488069464.8,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ebsb
MMSI,"Merit Medical Systems, Inc.",16.17,691204404.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",2.8,286573067.2,n/a,1983,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack
MERU,"Meru Networks, Inc.",3.15,71356950,n/a,2010,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/meru
MSLI,Merus Labs International Inc.,1.24,47605474.88,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli
MLAB,"Mesa Laboratories, Inc.",72.9,249770198.7,n/a,1972,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab
CASH,"Meta Financial Group, Inc.",37.19,221904548.2,n/a,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
MBLX,"Metabolix, Inc.",0.8304,28716435.25,n/a,2006,Basic Industries,Containers/Packaging,http://www.nasdaq.com/symbol/mblx
MEOH,Methanex Corporation,63.15,6042691453,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
MEIL,METHES ENERGIES INTERNATIONAL LTD,1.98,13872705.66,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meil
MEILW,METHES ENERGIES INTERNATIONAL LTD,0.35,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilw
MEILZ,METHES ENERGIES INTERNATIONAL LTD,0.31,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilz
METR,"Metro Bancorp, Inc",21.44,303489696.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr
MCBI,"MetroCorp Bancshares, Inc.",14.21,265700995.7,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbi
MFRI,"MFRI, Inc.",13.09,92403134.67,n/a,1989,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/mfri
MGCD,MGC Diagnostics Corporation,13.17,54442488.42,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd
MGEE,MGE Energy Inc.,55.37,1279802136,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",4.76,84973306.6,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mgpi
MCRL,"Micrel, Incorporated",9.33,532030346.6,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/mcrl
MCHP,Microchip Technology Incorporated,42.78,8486199553,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
MFI,MicroFinancial Incorporated,9,129919482,n/a,1999,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/mfi
MU,"Micron Technology, Inc.",18.8,19774882460,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
MICT,"Micronet Enertec Technologies, Inc.",4.021,23447440.17,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mict
MICTW,"Micronet Enertec Technologies, Inc.",0.7105,0,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mictw
MCRS,"MICROS Systems, Inc.",53.79,4049493387,n/a,1981,Technology,EDP Services,http://www.nasdaq.com/symbol/mcrs
MSCC,Microsemi Corporation,23.08,2168771954,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,37.08,3.10E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,125.07,1413420698,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",1.27,40204390,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvis
MPB,Mid Penn Bancorp,12.15,42446377.35,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb
MCEP,"Mid-Con Energy Partners, LP",22.11,426470105.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcep
MBRG,Middleburg Financial Corporation,18.78,133133129,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg
MSEX,Middlesex Water Company,20.78,330817059.7,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex
MOFG,"MidWestOne Financial Group, Inc.",26.39,223524830.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg
MDXG,"MiMedx Group, Inc",5.8,567535875.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdxg
MNDO,MIND C.T.I. Ltd.,1.97,36999393.46,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo
MSPD,"Mindspeed Technologies, Inc.",5.04,218687001.1,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mspd
MRTX,"Mirati Therapeutics, Inc.",16.6,220146909.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",4.68,33682128.48,n/a,1992,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",15.93,204502585.7,n/a,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind
MITK,"Mitek Systems, Inc.",6.25,189680900,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,8.44,454890148.3,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl
MKSI,"MKS Instruments, Inc.",28.41,1512216997,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi
MINI,"Mobile Mini, Inc.",39.84,1844140414,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini
MOCO,"MOCON, Inc.",13.98,77576823.42,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/moco
MLNK,"ModusLink Global Solutions, Inc",3.81,196551472.5,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mlnk
MOLX,Molex Incorporated,38.61,6913676407,n/a,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/molx
MOLXA,Molex Incorporated,38.57,3217126284,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/molxa
MNTA,"Momenta Pharmaceuticals, Inc.",17.07,892729113.2,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta
MCRI,"Monarch Casino & Resort, Inc.",16.73,275650757.6,n/a,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mcri
MNRK,"Monarch Financial Holdings, Inc.",11.25,117900258.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk
MDLZ,"Mondelez International, Inc.",33.49,58734344447,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz
MGI,"Moneygram International, Inc.",21.09,1222428977,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mgi
MPWR,"Monolithic Power Systems, Inc.",31.79,1214588927,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,28.52,1112821909,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type
MNRO,"Monro Muffler Brake, Inc.",50.61,1589456648,n/a,1991,Consumer Services,Automotive Aftermarket,http://www.nasdaq.com/symbol/mnro
MRCC,Monroe Capital Corporation,12.58,125838645.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mrcc
MNST,Monster Beverage Corporation,56.85,9532221193,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst
MONT,Montage Technology Group Limited,15.18,401907850.7,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mont
MHGC,Morgans Hotel Group Co.,7.95,266873923.7,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/mhgc
MORN,"Morningstar, Inc.",84.6,3887624900,n/a,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn
MOSY,"MoSys, Inc.",4.1,198488806.4,n/a,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy
MPAA,"Motorcar Parts of America, Inc.",17.59,255371250.6,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpaa
MOVE,"Move, Inc.",15.86,619410682.3,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/move
MSBF,MSB Financial Corp.,8,40083496,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf
MNTG,"MTR Gaming Group, Inc.",5.74,160310399.3,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mntg
MTSC,MTS Systems Corporation,64.34,1004178121,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsc
LABL,Multi-Color Corporation,36.7,601828289.7,n/a,1987,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/labl
MFLX,"Multi-Fineline Electronix, Inc.",12.66,304888273.3,n/a,2004,Technology,Electrical Products,http://www.nasdaq.com/symbol/mflx
MGAM,"Multimedia Games Holding Company, Inc.",29.39,869681753,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/mgam
MFSF,MutualFirst Financial Inc.,16.75,119128998.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf
MWIV,"MWI Veterinary Supply, Inc.",168.96,2162881628,n/a,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/mwiv
MYL,Mylan Inc.,42.32,16202501680,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl
MYRG,"MYR Group, Inc.",24.28,513746177.2,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/myrg
MYGN,"Myriad Genetics, Inc.",28.35,2119261442,n/a,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/mygn
NANO,Nanometrics Incorporated,17.7,413285601.3,n/a,1984,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nano
NSPH,"Nanosphere, Inc.",2.15,162502602.9,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nsph
NSTG,"NanoString Technologies, Inc.",12.04,175982780.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nstg
NSSC,"NAPCO Security Technologies, Inc.",6.1,118390483.6,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nssc
NASB,NASB Financial Inc.,26.81,210930731.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nasb
QQQX,NASDAQ Premium Income and Growth Fund Inc.,17.11,316704868.1,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/qqqx
NATH,"Nathan&#39;s Famous, Inc.",51.01,228020821.2,n/a,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nath
NAUH,"National American University Holdings, Inc.",3.64,91309669.36,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nauh
NKSH,"National Bankshares, Inc.",36.01,250196543.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh
FIZZ,National Beverage Corp.,18.81,871475106.2,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fizz
NCMI,"National CineMedia, Inc.",18.09,1090753699,n/a,2007,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ncmi
NATI,National Instruments Corporation,31.12,3894909398,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
NATL,National Interstate Corporation,25.45,501906219.7,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/natl
NPBC,"National Penn Bancshares, Inc.",10.76,1568147551,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/npbc
NRCIA,National Research Corporation,17.09,59053862.67,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcia
NRCIB,National Research Corporation,33.61,812965200.3,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcib
NSEC,"National Security Group, Inc.",7.25,18084980,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec
NTSC,"National Technical Systems, Inc.",22.98,269204472.4,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/ntsc
NWLI,National Western Life Insurance Company,206.01,748797525.6,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nwli
NAII,"Natural Alternatives International, Inc.",5.12,35339033.6,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/naii
NATR,"Nature&#39;s Sunshine Products, Inc.",18.14,294008530.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,20.91,647452577.1,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby
NVSL,Naugatuck Valley Financial Corporation,7.096,49687667.97,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nvsl
NBTF,NB&T FINANCIAL GROUP INC,19.7199,67557715.21,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbtf
NBTB,NBT Bancorp Inc.,24.62,1066437335,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbtb
NCIT,"NCI, Inc.",6.2,80138726.2,n/a,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/ncit
NKTR,Nektar Therapeutics,11.07,1285397223,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr
NEOG,Neogen Corporation,47.3,1708084403,n/a,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/neog
NEO,"NeoGenomics, Inc.",3.63,177771256.7,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/neo
NEON,Neonode Inc.,5.41,205194802.6,n/a,1997,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/neon
NBS,"Neostem, Inc.",6.06,164479877.6,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nbs
NEPT,Neptune Technologies & Bioresources Inc,2.45,149750705.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nept
UEPS,"Net 1 UEPS Technologies, Inc.",11.15,509947881.4,n/a,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ueps
NETE,"Net Element International, Inc.",2.58,72794176.26,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nete
NETC,NET Servicos de Comunicacao S.A.,13.18,4520260261,n/a,1994,Consumer Services,Television Services,http://www.nasdaq.com/symbol/netc
NTAP,"NetApp, Inc.",40.36,13726201629,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap
NTES,"NetEase, Inc.",66.15,8589026272,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ntes
NFLX,"Netflix, Inc.",339.52,20119207577,n/a,2002,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/nflx
NTGR,"NETGEAR, Inc.",31.42,1217836624,n/a,2003,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntgr
NLST,"Netlist, Inc.",0.5969,18846507.47,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst
NTCT,"NetScout Systems, Inc.",28.99,1203971485,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,5.18,46936368.5,n/a,1994,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntwk
NBIX,"Neurocrine Biosciences, Inc.",8.71,586560961.7,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix
NURO,"NeuroMetrix, Inc.",2.38,7107017.96,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/nuro
NCBC,"New Century Bancorp, Inc. (NC)",6.93,47964969.36,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ncbc
NHTB,"New Hampshire Thrift Bancshares, Inc.",15.04,123577588.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nhtb
NYMT,"New York Mortgage Trust, Inc.",6.77,431619522.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymt
NYMTP,"New York Mortgage Trust, Inc.",21.1,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nymtp
NBBC,NewBridge Bancorp,7.12,202765609.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbbc
NEWL,NewLead Holdings Ltd.,0.835,34225725.66,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/newl
NLNK,NewLink Genetics Corporation,18.73,481479429.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk
NEWP,Newport Corporation,16.57,648637853,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/newp
NWS,News Corporation,17.85,3563399784,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nws
NWSA,News Corporation,17.67,10228271089,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nwsa
NEWS,"NewStar Financial, Inc.",14.55,708154538.3,n/a,2006,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/news
NEWT,Newtek Business Services Inc.,2.82,99788204.16,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/newt
NXST,"Nexstar Broadcasting Group, Inc.",45.6,1386536172,n/a,2003,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/nxst
